entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label
EDG_001,edge_device,2026-07-17 09:57:35,109.15.36.89,"Dubai, AE",/api/v1/reports/financial,certificate,1.9,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-17 10:49:21,112.192.147.0,"Dubai, AE",/api/v1/users,certificate,13.4,"[""git pull origin main"", ""make build"", ""make test""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-17 11:55:00,92.38.110.22,"Dubai, AE",/api/v1/users,certificate,2.5,"[""python pipeline.py"", ""pip list --outdated""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-18 03:23:00,221.92.146.44,"Dubai, AE",/api/v1/users,certificate,10.5,"[""docker ps -a"", ""docker logs webapp""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-19 00:23:13,205.79.198.124,"Dubai, AE",/api/v1/reports/financial,certificate,11.6,"[""git pull origin main"", ""make build"", ""make test""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-19 16:55:19,57.19.50.34,"Dubai, AE",/api/v1/reports/financial,certificate,13.3,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-19 23:14:35,128.177.137.225,"Dubai, AE",/api/v1/users,certificate,1.9,"[""ls"", ""cd /home"", ""cat README""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-20 01:24:53,200.58.43.119,"Dubai, AE",/api/v1/reports/financial,certificate,13.5,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-20 14:22:49,5.249.5.66,"Dubai, AE",/api/v1/reports/financial,certificate,12.9,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-21 00:36:26,131.245.154.211,"Dubai, AE",/api/v1/users,certificate,11.5,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-21 11:33:33,27.232.241.89,"Dubai, AE",/api/v1/reports/financial,certificate,13.4,"[""kubectl get pods"", ""kubectl logs deployment/api""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-22 02:09:22,4.45.198.146,"Dubai, AE",/api/v1/reports/financial,certificate,8.2,"[""kubectl get pods"", ""kubectl logs deployment/api""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-22 06:57:47,197.231.194.5,"Dubai, AE",/api/v1/reports/financial,certificate,12.9,"[""kubectl get pods"", ""kubectl logs deployment/api""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-22 09:09:50,222.223.95.115,"Dubai, AE",/api/v1/users,certificate,5.4,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-22 12:00:17,85.89.229.151,"Dubai, AE",/api/v1/users,certificate,8.3,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-22 15:09:57,36.231.100.243,"Dubai, AE",/api/v1/users,certificate,7.2,"[""npm run build"", ""npm test -- --coverage""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-22 21:06:35,205.69.3.56,"Dubai, AE",/api/v1/users,certificate,12.2,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-23 02:45:52,79.129.191.215,"Dubai, AE",/api/v1/reports/financial,certificate,7.1,"[""kubectl get pods"", ""kubectl logs deployment/api""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-23 05:50:57,107.13.134.31,"Dubai, AE",/api/v1/reports/financial,certificate,9.0,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-23 11:45:45,11.203.144.249,"Dubai, AE",/api/v1/users,certificate,13.9,"[""python pipeline.py"", ""pip list --outdated""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-23 13:47:32,133.192.225.27,"Dubai, AE",/api/v1/reports/financial,certificate,10.3,"[""npm run build"", ""npm test -- --coverage""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-23 20:37:11,171.6.236.218,"Dubai, AE",/api/v1/users,certificate,3.6,"[""python pipeline.py"", ""pip list --outdated""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_001,edge_device,2026-07-23 22:18:16,133.192.159.238,"Dubai, AE",/api/v1/users,certificate,8.0,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_002,edge_device,2026-07-10 00:26:05,172.18.102.90,"Seattle, US",/db/production/customers,certificate,13.9,"[""npm run build"", ""npm test -- --coverage""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-10 03:51:23,172.18.191.158,"Seattle, US",/db/production/customers,certificate,6.8,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-10 06:17:53,10.105.178.163,"Seattle, US",/db/production/customers,certificate,2.1,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-10 06:51:57,10.176.222.235,"Seattle, US",/db/production/customers,certificate,2.8,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-10 07:26:12,172.25.167.122,"Seattle, US",/db/production/customers,certificate,6.0,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-11 04:59:34,192.168.99.3,"Seattle, US",/db/production/customers,certificate,4.1,"[""python pipeline.py"", ""pip list --outdated""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-11 10:11:26,192.168.178.168,"Seattle, US",/db/production/customers,certificate,9.9,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-11 16:18:14,10.195.129.108,"Seattle, US",/db/production/customers,certificate,5.2,"[""npm run build"", ""npm test -- --coverage""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-12 14:25:45,10.210.250.180,"Seattle, US",/db/production/customers,certificate,12.9,"[""kubectl get pods"", ""kubectl logs deployment/api""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-12 19:19:27,192.168.204.154,"Seattle, US",/db/production/customers,certificate,10.9,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-13 01:46:39,172.30.73.92,"Seattle, US",/db/production/customers,certificate,1.8,"[""python pipeline.py"", ""pip list --outdated""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-13 04:56:31,172.26.107.29,"Seattle, US",/db/production/customers,certificate,7.9,"[""git pull origin main"", ""make build"", ""make test""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-14 02:26:08,10.162.87.108,"Seattle, US",/db/production/customers,certificate,11.9,"[""python pipeline.py"", ""pip list --outdated""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-14 14:18:43,172.28.185.73,"Seattle, US",/db/production/customers,certificate,2.6,"[""kubectl get pods"", ""kubectl logs deployment/api""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-14 14:35:24,172.28.146.23,"Seattle, US",/db/production/customers,certificate,1.8,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-14 17:33:41,192.168.44.222,"Seattle, US",/db/production/customers,certificate,4.3,"[""kubectl get pods"", ""kubectl logs deployment/api""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-14 21:11:26,192.168.218.160,"Seattle, US",/db/production/customers,certificate,7.0,"[""git pull origin main"", ""make build"", ""make test""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-15 02:20:39,172.19.43.179,"Seattle, US",/db/production/customers,certificate,7.2,"[""git pull origin main"", ""make build"", ""make test""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-15 03:52:10,192.168.245.179,"Seattle, US",/db/production/customers,certificate,5.2,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-16 06:28:49,192.168.161.248,"Seattle, US",/db/production/customers,certificate,8.5,"[""docker ps -a"", ""docker logs webapp""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-16 11:12:17,172.24.208.153,"Seattle, US",/db/production/customers,certificate,11.6,"[""python pipeline.py"", ""pip list --outdated""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-16 14:44:49,192.168.140.166,"Seattle, US",/db/production/customers,certificate,2.0,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-16 16:22:34,10.158.45.35,"Seattle, US",/db/production/customers,certificate,10.7,"[""python pipeline.py"", ""pip list --outdated""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-17 06:14:31,10.12.140.15,"Seattle, US",/db/production/customers,certificate,6.2,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-17 07:25:56,122.249.158.43,"London, UK",/api/v1/data/export,certificate,68.3,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",macOS-14/11:22:33:44:55:01,device_spoofing
EDG_002,edge_device,2026-07-17 18:51:18,192.168.193.218,"Seattle, US",/db/production/customers,certificate,13.8,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-17 19:47:37,10.38.219.227,"Seattle, US",/db/production/customers,certificate,9.1,"[""npm run build"", ""npm test -- --coverage""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-17 20:08:15,192.168.135.237,"Seattle, US",/db/production/customers,certificate,8.9,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-18 05:48:46,10.104.174.71,"Seattle, US",/db/production/customers,certificate,14.4,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-18 07:00:05,10.131.214.135,"Seattle, US",/db/production/customers,certificate,11.0,"[""python pipeline.py"", ""pip list --outdated""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-18 11:00:08,192.168.186.92,"Seattle, US",/db/production/customers,certificate,3.4,"[""ls"", ""cd /home"", ""cat README""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-18 11:03:53,10.143.127.4,"Seattle, US",/db/production/customers,certificate,10.8,"[""npm run build"", ""npm test -- --coverage""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-18 14:20:23,10.53.25.58,"Seattle, US",/db/production/customers,certificate,13.7,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-18 17:56:47,10.135.210.238,"Seattle, US",/db/production/customers,certificate,8.2,"[""kubectl get pods"", ""kubectl logs deployment/api""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-18 21:08:03,10.43.237.121,"Seattle, US",/db/production/customers,certificate,4.9,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-19 13:07:14,172.23.166.255,"Seattle, US",/db/production/customers,certificate,12.1,"[""python pipeline.py"", ""pip list --outdated""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-19 14:12:44,172.19.10.197,"Seattle, US",/db/production/customers,certificate,1.7,"[""npm run build"", ""npm test -- --coverage""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-19 16:19:28,192.168.8.205,"Seattle, US",/db/production/customers,certificate,2.3,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-19 21:43:32,172.19.34.228,"Seattle, US",/db/production/customers,certificate,13.4,"[""kubectl get pods"", ""kubectl logs deployment/api""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-20 09:00:22,192.168.200.53,"Seattle, US",/db/production/customers,certificate,13.7,"[""git pull origin main"", ""make build"", ""make test""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-20 09:29:42,192.168.77.132,"Seattle, US",/db/production/customers,certificate,7.3,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-20 11:18:42,10.112.167.162,"Seattle, US",/db/production/customers,certificate,9.7,"[""kubectl get pods"", ""kubectl logs deployment/api""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-21 03:01:12,172.18.182.146,"Seattle, US",/api/v1/reports/financial,certificate,1.3,"[""mimikatz sekurlsa::logonpasswords"", ""pass-the-hash admin NTLM""]",Ubuntu-22/DE:AD:BE:EF:00:02,lateral_movement
EDG_002,edge_device,2026-07-21 03:04:12,10.128.165.102,"Seattle, US",/api/v1/admin/config,certificate,7.8,"[""psexec \\\\server02 cmd"", ""wmic /node:server03 process list"", ""net use \\\\dc01\\c$""]",Ubuntu-22/DE:AD:BE:EF:00:02,lateral_movement
EDG_002,edge_device,2026-07-21 03:05:12,172.27.12.43,"Seattle, US",/api/v1/reports/financial,certificate,9.9,"[""psexec \\\\server02 cmd"", ""wmic /node:server03 process list"", ""net use \\\\dc01\\c$""]",Ubuntu-22/DE:AD:BE:EF:00:02,lateral_movement
EDG_002,edge_device,2026-07-21 03:07:12,10.81.165.56,"Seattle, US",/api/v1/users/bulk-export,certificate,3.1,"[""mimikatz sekurlsa::logonpasswords"", ""pass-the-hash admin NTLM""]",Ubuntu-22/DE:AD:BE:EF:00:02,lateral_movement
EDG_002,edge_device,2026-07-21 03:13:12,192.168.217.133,"Seattle, US",/api/v1/secrets/vault,certificate,6.8,"[""psexec \\\\server02 cmd"", ""wmic /node:server03 process list"", ""net use \\\\dc01\\c$""]",Ubuntu-22/DE:AD:BE:EF:00:02,lateral_movement
EDG_002,edge_device,2026-07-21 03:16:12,172.22.112.152,"Seattle, US",/api/v1/data/export,certificate,9.5,"[""psexec \\\\server02 cmd"", ""wmic /node:server03 process list"", ""net use \\\\dc01\\c$""]",Ubuntu-22/DE:AD:BE:EF:00:02,lateral_movement
EDG_002,edge_device,2026-07-21 03:19:12,172.20.210.136,"Seattle, US",/file/hr/payroll.xlsx,certificate,7.2,"[""mimikatz sekurlsa::logonpasswords"", ""pass-the-hash admin NTLM""]",Ubuntu-22/DE:AD:BE:EF:00:02,lateral_movement
EDG_002,edge_device,2026-07-21 03:36:12,10.48.112.79,"Seattle, US",/api/v1/data/export,certificate,5.7,"[""mimikatz sekurlsa::logonpasswords"", ""pass-the-hash admin NTLM""]",Ubuntu-22/DE:AD:BE:EF:00:02,lateral_movement
EDG_002,edge_device,2026-07-21 13:12:58,172.19.212.197,"Seattle, US",/db/production/customers,certificate,14.1,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-21 13:18:58,10.219.99.210,"Seattle, US",/db/production/customers,certificate,3.6,"[""python pipeline.py"", ""pip list --outdated""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-21 13:34:32,12.37.214.189,"New York, US",/api/v1/auth/tokens,password,0.0,"[""login admin password123"", ""auth user pass"", ""token generate""]",ChromeOS/01:02:03:04:05:01,credential_stuffing
EDG_002,edge_device,2026-07-22 00:40:09,71.8.234.217,"Sao Paulo, BR",/db/production/customers,certificate,49.3,"[""npm run build"", ""npm test -- --coverage""]",Ubuntu-22/DE:AD:BE:EF:00:02,impossible_travel
EDG_002,edge_device,2026-07-22 01:07:09,153.0.49.180,"Dubai, AE",/db/production/customers,certificate,42.2,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",ChromeOS/01:02:03:04:05:01,impossible_travel
EDG_002,edge_device,2026-07-22 06:58:27,172.31.203.59,"Seattle, US",/db/production/customers,certificate,11.1,"[""ls"", ""cd /home"", ""cat README""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-22 07:08:57,10.218.239.135,"Seattle, US",/db/production/customers,certificate,14.9,"[""docker ps -a"", ""docker logs webapp""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-22 07:58:20,172.29.67.16,"Seattle, US",/db/production/customers,certificate,2.1,"[""npm run build"", ""npm test -- --coverage""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-22 08:49:42,192.168.87.5,"Seattle, US",/db/production/customers,certificate,13.4,"[""kubectl get pods"", ""kubectl logs deployment/api""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-22 09:51:27,10.108.127.162,"Seattle, US",/db/production/customers,certificate,1.5,"[""python pipeline.py"", ""pip list --outdated""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-22 16:09:50,10.57.176.129,"Seattle, US",/db/production/customers,certificate,2.7,"[""kubectl get pods"", ""kubectl logs deployment/api""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-22 18:46:22,192.168.55.94,"Seattle, US",/db/production/customers,certificate,13.1,"[""SELECT * FROM users"", ""INSERT INTO audit_log""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-22 18:47:14,10.86.113.38,"Seattle, US",/db/production/customers,certificate,5.7,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-23 09:32:57,10.167.12.252,"Seattle, US",/db/production/customers,certificate,15.0,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-23 11:41:48,172.29.249.140,"Seattle, US",/db/production/customers,certificate,5.7,"[""kubectl get pods"", ""kubectl logs deployment/api""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-23 22:02:29,212.95.239.205,"Beijing, CN",/api/v1/auth/tokens,password,0.0,"[""login admin password123"", ""auth user pass"", ""token generate""]",ChromeOS/01:02:03:04:05:01,credential_stuffing
EDG_002,edge_device,2026-07-23 22:10:30,10.76.117.248,"Seattle, US",/db/production/customers,certificate,7.2,"[""npm run build"", ""npm test -- --coverage""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_002,edge_device,2026-07-23 22:27:52,10.43.183.11,"Seattle, US",/db/production/customers,certificate,8.0,"[""python pipeline.py"", ""pip list --outdated""]",Ubuntu-22/DE:AD:BE:EF:00:02,normal
EDG_003,edge_device,2026-07-10 02:04:09,214.180.193.54,"Tokyo, JP",/api/v1/admin/config,certificate,9.7,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_003,edge_device,2026-07-10 06:10:23,151.228.210.195,"Tokyo, JP",/api/v1/admin/config,certificate,8.6,"[""ssh bastion01"", ""scp report.csv user@host:/data""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_003,edge_device,2026-07-10 09:00:19,97.87.46.63,"Tokyo, JP",/api/v1/admin/config,certificate,6.6,"[""kubectl get pods"", ""kubectl logs deployment/api""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_003,edge_device,2026-07-10 09:17:33,195.215.116.174,"Tokyo, JP",/api/v1/admin/config,certificate,8.1,"[""git pull origin main"", ""make build"", ""make test""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_003,edge_device,2026-07-10 15:27:01,217.244.129.16,"Tokyo, JP",/api/v1/admin/config,certificate,7.8,"[""aws s3 ls s3://bucket"", ""aws ec2 describe-instances""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_003,edge_device,2026-07-11 00:21:23,138.78.158.82,"Tokyo, JP",/api/v1/admin/config,certificate,8.1,"[""vim config.yml"", ""grep -r 'pattern' src/"", ""awk '{print $1}'""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_003,edge_device,2026-07-11 02:54:12,176.229.185.165,"Tokyo, JP",/api/v1/admin/config,certificate,12.4,"[""python pipeline.py"", ""pip list --outdated""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_003,edge_device,2026-07-11 05:36:31,118.1.157.216,"Tokyo, JP",/api/v1/admin/config,certificate,9.5,"[""python pipeline.py"", ""pip list --outdated""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_003,edge_device,2026-07-11 12:13:41,40.58.190.128,"Tokyo, JP",/api/v1/admin/config,certificate,2.9,"[""kubectl get pods"", ""kubectl logs deployment/api""]",iOS-17/FE:DC:BA:98:76:01,normal
EDG_003,edge_device,2026-07-11 21:04:55,216.134.212.111,"Tokyo, JP",/api/v1/admin/config,certificate,2.3,"[""docker ps -a"", ""docker logs webapp""]",iOS-17/FE:DC:BA:98:76:01,normal
